지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
201,2023-07-20 03:00,22.1,,.3,0,100,26.4,22,1003.6,1009.1,,,,,0,0,,,354,,,23,,,,
201,2023-07-20 04:00,21.3,,.1,0,100,25.2,21.2,1003.6,1009.1,,,,,0,0,,,156,,,22.8,,,,
201,2023-07-20 05:00,21.7,,.4,0,100,25.8,21.6,1003.7,1009.2,,,,,0,0,,,353,,,22.6,,,,
201,2023-07-20 06:00,21.5,,0,0,100,25.5,21.4,1004.1,1009.6,0,,,,0,0,,,261,,,22.6,,,,
201,2023-07-20 07:00,22.2,,.6,90,100,26.6,22.1,1004.2,1009.7,.2,,,,0,0,,,436,,,23.7,,,,
201,2023-07-20 08:00,22.9,,.6,140,100,27.7,22.8,1004.5,1010,.1,,,,0,0,,,101,,,26,,,,
201,2023-07-20 09:00,25.7,,.6,110,96,31.7,25,1004.6,1010,1,,,,6,0,,,1009,,,29.3,,,,
201,2023-07-20 10:00,27.7,,1.3,200,77,28.4,23.2,1004.8,1010.2,1,,,,6,1,,5,1730,,,32.1,,,,
201,2023-07-20 11:00,28.4,,1.6,230,77,29.7,23.9,1004.7,1010.1,1,,,,7,2,,7,1795,,,34.6,,,,
201,2023-07-20 12:00,28.9,,1.7,250,74,29.3,23.7,1004.7,1010.1,.8,,,,6,4,,7,776,,,30.9,,,,
201,2023-07-20 13:00,28.5,,3.4,250,75,29.1,23.6,1004.7,1010.1,.8,,,,6,4,,64,2007,,,38.4,,,,
201,2023-07-20 14:00,29,,3.3,250,72,28.8,23.4,1004.3,1009.7,1,,,,7,1,,71,2362,,,41,,,,
201,2023-07-20 15:00,28,,3.4,270,76,28.6,23.3,1004.2,1009.6,.8,,,,7,1,,70,2292,,,37.3,,,,
201,2023-07-20 16:00,28.4,,2.9,270,74,28.6,23.3,1004,1009.4,1,,,,7,0,,,2426,,,36.6,,,,
201,2023-07-20 17:00,27.3,,2.2,270,72,26.1,21.8,1003.8,1009.2,.7,,,,6,0,,,2772,,,32.2,,,,
201,2023-07-20 18:00,27.4,,2.2,270,78,28.4,23.2,1003.6,1009,.8,,,,8,0,,,2783,,,31.9,,,,
201,2023-07-20 19:00,25.7,,2.6,250,83,27.2,22.5,1003.7,1009.1,.3,,,,7,0,,,2560,,,27.8,,,,
201,2023-07-20 20:00,23.9,,2,270,80,23.7,20.2,1004.3,1009.7,0,,,,5,0,,,2038,,,25,,,,
201,2023-07-20 21:00,22.1,,.3,0,86,22.8,19.6,1004.8,1010.3,,,,,0,0,,,2465,,,23.4,,,,
201,2023-07-20 22:00,22.2,,.1,0,96,25.6,21.5,1005.3,1010.8,,,,,1,0,,,2076,,,23,,,,
201,2023-07-20 23:00,21.8,,.1,0,99,25.8,21.6,1005.7,1011.2,,,,,1,0,,,1527,,,22.5,,,,
201,2023-07-21 00:00,21.5,,.7,360,99,25.3,21.3,1005.8,1011.3,,,,,4,0,,,1799,,,22.1,,,,
201,2023-07-21 01:00,21.3,,.5,340,100,25.2,21.2,1005.8,1011.3,,,,,2,0,,,1486,,,21.8,,,,
201,2023-07-21 02:00,21.1,,.2,0,100,24.9,21,1006.1,1011.6,,,,,1,0,,,933,,,21.5,,,,
201,2023-07-21 03:00,20.9,,.1,0,100,24.6,20.8,1006.3,1011.8,,,,,1,0,,,1019,,,21.2,,,,
201,2023-07-21 04:00,20.6,,.1,0,100,24.1,20.5,1006.2,1011.8,,,,,0,0,,,939,,,20.9,,,,
201,2023-07-21 05:00,20.4,,0,0,100,23.8,20.3,1006.3,1011.9,,,,,0,0,,,717,,,20.7,,,,
201,2023-07-21 06:00,20.6,,.2,0,100,24.1,20.5,1006.5,1012.1,0,,,,0,0,,,729,,,21,,,,
201,2023-07-21 07:00,22.6,,.2,0,97,26.4,22,1006.8,1012.3,.4,,,,0,0,,,1649,,,23.8,,,,
201,2023-07-21 08:00,24.5,,1.1,110,91,27.9,22.9,1006.9,1012.3,1,,,,0,0,,,789,,,27.7,,,,
201,2023-07-21 09:00,26.4,,1.2,110,78,26.8,22.2,1007.3,1012.7,1,,,,1,0,,,761,,,33.2,,,,
201,2023-07-21 10:00,27.9,,1.2,90,69,25.8,21.6,1007.5,1012.9,1,,,,2,0,,,710,,,38.6,,,,
201,2023-07-21 11:00,29.5,,.8,70,64,26.3,21.9,1007.6,1013,1,,,,1,0,,,788,,,43.4,,,,
201,2023-07-21 12:00,30.2,,2.4,250,65,27.7,22.8,1007.6,1013,1,,,,1,0,,,893,,,45.2,,,,
201,2023-07-21 13:00,30.6,,3,250,60,26.3,21.9,1007.5,1012.9,1,,,,2,1,,73,1131,,,47.5,,,,
201,2023-07-21 14:00,31.5,,2.1,250,55,25.3,21.3,1007.5,1012.9,1,,,,1,1,,74,1934,,,48.3,,,,
201,2023-07-21 15:00,31.3,,2,290,57,26,21.7,1007.2,1012.6,1,,,,2,0,,,1740,,,46.5,,,,
201,2023-07-21 16:00,30.9,,2.8,250,58,25.8,21.6,1006.7,1012.1,1,,,,5,0,,,2204,,,42.5,,,,
201,2023-07-21 17:00,30.4,,2.4,270,60,26,21.7,1006.4,1011.8,1,,,,2,0,,,2319,,,39.1,,,,
201,2023-07-21 18:00,29.5,,1.2,290,67,27.6,22.7,1006.5,1011.9,1,,,,1,0,,,2617,,,35,,,,
201,2023-07-21 19:00,27.3,,1.3,340,73,26.4,22,1006.6,1012,.7,,,,1,0,,,2467,,,29.4,,,,
201,2023-07-21 20:00,24.5,,.7,340,91,27.9,22.9,1007.1,1012.5,0,,,,0,0,,,1487,,,26.6,,,,
201,2023-07-21 21:00,23.4,,1.3,360,89,25.5,21.4,1007.8,1013.3,,,,,1,0,,,3100,,,24.9,,,,
201,2023-07-21 22:00,23.2,,.4,0,94,26.6,22.1,1008.2,1013.7,,,,,2,0,,,2068,,,24.2,,,,
201,2023-07-21 23:00,23.8,,1.8,360,86,25.3,21.3,1008.1,1013.6,,,,,0,0,,,2670,,,23.6,,,,
201,2023-07-22 00:00,23.9,,1.8,20,83,24.6,20.8,1007.8,1013.3,,,,,0,0,,,2887,,,23.2,,,,
201,2023-07-22 01:00,22.7,,.8,360,96,26.4,22,1007.9,1013.4,,,,,2,1,,74,1541,,,23.1,,,,
201,2023-07-22 02:00,24,,1,20,93,27.6,22.7,1007.7,1013.2,,,,,6,6,,29,1697,,,23.8,,,,
201,2023-07-22 03:00,23.1,,.7,50,95,26.8,22.2,1007.3,1012.8,,,,,4,3,,53,2127,,,23,,,,
201,2023-07-22 04:00,24,,1.2,20,97,28.8,23.4,1007.4,1012.9,,,,,3,0,,,1012,,,23.1,,,,
201,2023-07-22 05:00,24.3,,1.2,20,97,29.3,23.7,1007.4,1012.8,,,,,4,4,,27,982,,,23.2,,,,
201,2023-07-22 06:00,24.3,,1,20,97,29.3,23.7,1007.6,1013.1,0,,,,3,0,,,1008,,,23.4,,,,
201,2023-07-22 07:00,25.8,,.8,20,90,29.8,24,1007.7,1013.2,.4,,,,4,0,,,1134,,,26,,,,
201,2023-07-22 08:00,27.2,,1.4,110,77,27.7,22.8,1007.9,1013.3,1,,,,2,0,,,1481,,,30.4,,,,
201,2023-07-22 09:00,28.6,,2,110,64,25,21.1,1007.5,1012.9,1,,,,5,0,,,2792,,,36.9,,,,
201,2023-07-22 10:00,29.5,,2.6,160,60,24.7,20.9,1007.2,1012.6,1,,,,3,2,,61,2548,,,41.7,,,,
201,2023-07-22 11:00,30.5,,2.3,140,54,23.5,20.1,1006.8,1012.2,1,,,,2,1,,51,2905,,,46.6,,,,
201,2023-07-22 12:00,30.4,,2,160,53,22.9,19.7,1006.5,1011.9,.5,,,,7,4,,15,3985,,,40,,,,
201,2023-07-22 13:00,30.5,,1.8,200,56,24.4,20.7,1005.9,1011.3,0,,,,9,9,,13,4990,,,39,,,,
201,2023-07-22 14:00,29.5,0,2.2,200,59,24.3,20.6,1005.5,1010.9,0,,,,9,9,,14,3693,,,34.9,,,,
201,2023-07-22 15:00,28.2,0,3.3,230,66,25.2,21.2,1005.6,1011,0,,,,10,10,,9,4521,,,31.4,,,,
201,2023-07-22 16:00,25.6,.3,1.4,200,88,28.8,23.4,1005.4,1010.9,0,,,,10,10,,7,1397,,,27.6,,,,
201,2023-07-22 17:00,25.4,.2,1.8,140,93,30,24.1,1005,1010.5,0,,,,10,10,,2,1249,,,27.4,,,,
201,2023-07-22 18:00,24.3,1.2,2.2,140,100,30.2,24.2,1004.6,1010,0,,,,10,6,,2,354,,,26.8,,,,
201,2023-07-22 19:00,23.7,20.3,3,180,100,29.1,23.6,1004.8,1010.3,0,,,,9,3,,39,42,,,24,,,,
201,2023-07-22 20:00,23.9,14.6,2.7,200,100,29.5,23.8,1004.9,1010.3,0,,,,10,10,,2,5000,,,24.2,,,,
201,2023-07-22 21:00,23.7,0,3.2,200,100,29.1,23.6,1005.4,1010.9,,,,,9,9,,3,1959,,,23.5,,,,
201,2023-07-22 22:00,23.6,.6,2.2,200,100,28.9,23.5,1005.4,1010.9,,,,,10,10,,3,3086,,,23.6,,,,
201,2023-07-22 23:00,23.3,.9,2,200,100,28.4,23.2,1005.1,1010.6,,,,,8,5,,2,1009,,,23.4,,,,
201,2023-07-23 00:00,23.7,.6,2,180,100,29.1,23.6,1004.7,1010.2,,,,,10,10,,3,966,,,23.4,,,,
201,2023-07-23 01:00,23.8,4.9,2.3,200,100,29.3,23.7,1004.3,1009.7,,,,,10,9,,2,136,,,23.4,,,,
201,2023-07-23 02:00,24.2,6.6,4,200,100,30,24.1,1003.5,1008.9,,,,,10,8,,2,353,,,23.6,,,,
201,2023-07-23 03:00,24.6,4.4,4.7,200,98,30.2,24.2,1003.1,1008.5,,,,,10,10,,2,4980,,,23.8,,,,
201,2023-07-23 04:00,24.5,5.6,4.5,200,100,30.6,24.4,1002.5,1007.9,,,,,10,5,,2,260,,,23.8,,,,
201,2023-07-23 05:00,24.4,8.1,3.2,180,100,30.4,24.3,1002.4,1007.8,,,,,10,4,,2,180,,,23.9,,,,
201,2023-07-23 06:00,24.5,8.2,2.3,200,100,30.6,24.4,1002.4,1007.8,0,,,,10,7,,2,375,,,24,,,,
201,2023-07-23 07:00,24.4,12.6,2.1,230,100,30.4,24.3,1002.1,1007.5,0,,,,10,5,,2,127,,,24,,,,
201,2023-07-23 08:00,25,9.7,4.3,230,100,31.5,24.9,1002.3,1007.8,0,,,,10,7,,3,3598,,,24.2,,,,
201,2023-07-23 09:00,25,2.3,2.9,230,100,31.5,24.9,1002.1,1007.5,0,,,,10,9,,3,2538,,,24.6,,,,
201,2023-07-23 10:00,24.5,.9,3.7,250,100,30.6,24.4,1002.2,1007.6,0,,,,10,10,,3,5000,,,24.8,,,,
201,2023-07-23 11:00,24.2,2,2.3,270,100,30,24.1,1002.4,1007.8,0,,,,10,10,,2,3168,,,25.1,,,,
201,2023-07-23 12:00,25.3,,2.1,250,100,32.1,25.2,1002.6,1008,0,,,,10,10,,2,2765,,,27.4,,,,
201,2023-07-23 13:00,25.3,,3.1,230,100,32.1,25.2,1002.4,1007.8,0,,,,10,10,,2,1452,,,28,,,,
201,2023-07-23 14:00,25.3,,2.5,250,100,32.1,25.2,1002.3,1007.7,0,,,,9,9,,2,1743,,,27.5,,,,
201,2023-07-23 15:00,25.4,,2.1,250,100,32.2,25.3,1002.3,1007.7,0,,,,10,10,,3,2363,,,26.3,,,,
201,2023-07-23 16:00,24.7,.3,2.5,250,100,30.9,24.6,1001.9,1007.3,0,,,,10,9,,2,441,,,25.8,,,,
201,2023-07-23 17:00,25.3,,1.1,200,100,32.1,25.2,1001.8,1007.2,0,,,,10,10,,3,4969,,,26.7,,,,
201,2023-07-23 18:00,25,,2,230,100,31.5,24.9,1001.2,1006.6,0,,,,10,10,,2,1477,,,25.7,,,,
201,2023-07-23 19:00,24.5,.1,.6,200,100,30.6,24.4,1001.4,1006.8,0,,,,10,10,,1,405,,,25.2,,,,
201,2023-07-23 20:00,24.5,.1,1.4,250,100,30.6,24.4,1002,1007.4,0,,,,10,9,,2,1661,,,24.9,,,,
201,2023-07-23 21:00,24.1,,1.6,270,100,29.8,24,1002.4,1007.8,,,,,10,4,,1,608,,,24.5,,,,
201,2023-07-23 22:00,24,0,1.7,270,100,29.7,23.9,1002.7,1008.1,,,,,10,8,,1,596,,,24.4,,,,
201,2023-07-23 23:00,24,,1.5,270,100,29.7,23.9,1003,1008.4,,,,,8,8,,63,268,,,24.4,,,,
201,2023-07-24 00:00,23.7,,1.4,270,100,29.1,23.6,1003.1,1008.5,,,,,6,6,,56,141,,,24.3,,,,
201,2023-07-24 01:00,23.7,,1.5,290,100,29.1,23.6,1002.8,1008.2,,,,,6,6,,,425,,,24.2,,,,
201,2023-07-24 02:00,23.5,.8,.9,250,100,28.8,23.4,1002.4,1007.8,,,,,5,5,,,197,,,24,,,,
201,2023-07-24 03:00,23.6,,1.5,270,100,28.9,23.5,1002.6,1008,,,,,5,3,,39,1321,,,23.8,,,,
201,2023-07-24 04:00,23.4,,2.1,290,100,28.6,23.3,1002.7,1008.2,,,,,6,6,,3,1362,,,23.5,,,,
201,2023-07-24 05:00,23,,.2,0,100,27.9,22.9,1002.7,1008.2,,,,,5,5,,2,572,,,23.2,,,,
201,2023-07-24 06:00,22.8,,.4,0,100,27.6,22.7,1003.1,1008.6,0,,,,6,6,,2,725,,,23.4,,,,
201,2023-07-24 07:00,23.5,,.6,90,100,28.8,23.4,1003.4,1008.9,0,,,,7,7,,1,541,,,24.6,,,,
201,2023-07-24 08:00,23.9,,.3,0,100,29.5,23.8,1003.8,1009.2,0,,,,8,8,,1,434,,,25,,,,
201,2023-07-24 09:00,24.7,,.6,180,100,30.9,24.6,1003.9,1009.3,0,,,,8,8,,2,784,,,27.4,,,,
201,2023-07-24 10:00,25.3,,.7,270,94,30.2,24.2,1004.6,1010.1,0,,,,8,8,,3,1532,,,28,,,,
201,2023-07-24 11:00,25.3,,2.6,290,96,30.9,24.6,1004.7,1010.2,0,,,,9,9,,3,1496,,,30.7,,,,
201,2023-07-24 12:00,26.8,,2.6,270,88,30.9,24.6,1004.2,1009.6,.5,,,,6,5,,5,2280,,,32.8,,,,
201,2023-07-24 13:00,27.6,,3.1,270,85,31.3,24.8,1004.2,1009.6,.7,,,,7,2,,8,5000,,,38.5,,,,
201,2023-07-24 14:00,26.9,,4.3,250,85,30,24.1,1003.8,1009.2,1,,,,7,1,,69,5000,,,37.6,,,,
201,2023-07-24 15:00,27.2,,3.2,270,86,30.9,24.6,1003.7,1009.1,1,,,,8,0,,,5000,,,36.8,,,,
201,2023-07-24 16:00,26.7,,3.8,250,85,29.7,23.9,1003.4,1008.8,.9,,,,6,3,,6,5000,,,34.8,,,,
201,2023-07-24 17:00,26.4,,3.4,250,87,29.8,24,1003.9,1009.3,.9,,,,6,0,,,5000,,,31.4,,,,
201,2023-07-24 18:00,25.9,,2.2,270,91,30.4,24.3,1004.1,1009.5,.6,,,,6,3,,5,4939,,,29.7,,,,
201,2023-07-24 19:00,25.1,,1.4,270,95,30.2,24.2,1004.4,1009.9,.5,,,,6,0,,,4719,,,26.7,,,,
201,2023-07-24 20:00,24.4,,1.2,250,99,30.2,24.2,1004.4,1009.8,0,,,,6,0,,,3803,,,25,,,,
201,2023-07-24 21:00,23.2,,1.1,270,100,28.3,23.1,1004.9,1010.4,,,,,4,0,,,2155,,,24.1,,,,
201,2023-07-24 22:00,22.5,,.8,320,100,27.1,22.4,1005.6,1011.1,,,,,1,0,,,3538,,,23.4,,,,
201,2023-07-24 23:00,23.2,,0,0,100,28.3,23.1,1005.8,1011.3,,,,,6,6,,5,3419,,,24.3,,,,
201,2023-07-25 00:00,23.4,,1.4,360,100,28.6,23.3,1005.7,1011.2,,,,,2,2,,,3194,,,23.9,,,,
201,2023-07-25 01:00,23.5,,.1,0,100,28.8,23.4,1006,1011.5,,,,,6,6,,3,1979,,,24.4,,,,
201,2023-07-25 02:00,23.7,,.4,0,100,29.1,23.6,1006.1,1011.6,,,,,6,6,,2,1944,,,24.5,,,,
201,2023-07-25 03:00,23.6,,.3,0,100,28.9,23.5,1006.2,1011.7,,,,,7,7,,2,1307,,,24.5,,,,
201,2023-07-25 04:00,23.7,,0,0,100,29.1,23.6,1006.3,1011.8,,,,,4,4,,2,975,,,24.5,,,,
201,2023-07-25 05:00,23.7,,.6,70,100,29.1,23.6,1006.2,1011.7,,,,,6,6,,2,956,,,24.2,,,,
201,2023-07-25 06:00,24,0,.3,0,100,29.7,23.9,1006.4,1011.9,0,,,,4,4,,2,596,,,24.6,,,,
201,2023-07-25 07:00,24.1,1,.4,0,100,29.8,24,1006.6,1012.1,0,,,,6,6,,1,306,,,24.8,,,,
201,2023-07-25 08:00,24.8,.2,1.2,270,100,31.1,24.7,1006.9,1012.3,0,,,,5,5,,3,532,,,25.7,,,,
201,2023-07-25 09:00,25.1,,2.3,250,100,31.7,25,1007.3,1012.8,0,,,,6,6,,2,688,,,26.5,,,,
201,2023-07-25 10:00,25.7,,1.4,250,98,32.2,25.3,1007.8,1013.3,0,,,,7,7,,3,1176,,,28,,,,
201,2023-07-25 11:00,25.9,,2.8,250,96,32.1,25.2,1007.9,1013.4,0,,,,7,7,,3,1692,,,27.8,,,,
201,2023-07-25 12:00,25.7,,3.2,250,97,31.9,25.1,1008.2,1013.7,0,,,,7,7,,3,1323,,,28.1,,,,
201,2023-07-25 13:00,25.6,,3.7,250,95,31.1,24.7,1008.4,1013.9,0,,,,7,7,,2,4410,,,27.8,,,,
201,2023-07-25 14:00,26.4,,3.1,250,91,31.3,24.8,1008.2,1013.6,0,,,,8,8,,3,5000,,,32.2,,,,
201,2023-07-25 15:00,26.3,,2.8,250,88,30,24.1,1007.9,1013.3,.4,,,,7,7,,4,5000,,,30.3,,,,
201,2023-07-25 16:00,26.4,,2.7,270,88,30.2,24.2,1007.6,1013,.4,,,,7,6,,4,5000,,,30.4,,,,
201,2023-07-25 17:00,26.1,,4,250,87,29.3,23.7,1007.6,1013.1,0,,,,6,5,,6,5000,,,27.5,,,,
201,2023-07-25 18:00,25.8,,2.8,250,89,29.5,23.8,1007.9,1013.4,0,,,,8,8,,5,5000,,,26.3,,,,
201,2023-07-25 19:00,25.3,0,1.8,270,95,30.6,24.4,1007.9,1013.4,0,,,,5,5,,5,5000,,,25.5,,,,
201,2023-07-25 20:00,24.9,0,1,270,97,30.4,24.3,1008.3,1013.8,0,,,,5,5,,4,4519,,,25,,,,
201,2023-07-25 21:00,24.9,.2,2.2,270,100,31.3,24.8,1008.6,1014.1,,,,,7,7,,3,4158,,,24.7,,,,
201,2023-07-25 22:00,24.8,.8,1.7,270,100,31.1,24.7,1009,1014.4,,,,,7,7,,3,4543,,,24.8,,,,
201,2023-07-25 23:00,24.5,0,2.6,290,100,30.6,24.4,1009.2,1014.7,,,,,7,7,,3,4909,,,24.6,,,,
201,2023-07-26 00:00,24,8.8,1.4,230,100,29.7,23.9,1009.3,1014.8,,,,,9,8,,,955,,,24.4,,,,
201,2023-07-26 01:00,23.9,.3,.9,270,100,29.5,23.8,1009.2,1014.7,,,,,8,8,,2,2454,,,24.4,,,,
201,2023-07-26 02:00,23.7,7.8,.4,0,100,29.1,23.6,1008.8,1014.3,,,,,9,9,,3,510,,,24.2,,,,
201,2023-07-26 03:00,23.9,.2,.3,0,100,29.5,23.8,1009.2,1014.7,,,,,9,9,,3,2663,,,24.4,,,,
201,2023-07-26 04:00,24.1,0,.5,250,100,29.8,24,1009.1,1014.6,,,,,8,8,,4,3442,,,24.3,,,,
201,2023-07-26 05:00,24.4,.7,1,270,100,30.4,24.3,1009.1,1014.6,,,,,6,6,,5,2790,,,24.2,,,,
201,2023-07-26 06:00,24.3,.2,.3,0,100,30.2,24.2,1009.8,1015.3,0,,,,6,6,,5,4521,,,24.5,,,,
201,2023-07-26 07:00,25.1,,.9,160,100,31.7,25,1010.1,1015.6,0,,,,8,8,,5,2827,,,25.9,,,,
201,2023-07-26 08:00,25.7,1.4,.8,230,100,32.8,25.6,1010.7,1016.2,0,,,,7,7,,4,3384,,,27.4,,,,
201,2023-07-26 09:00,26.2,0,1.3,160,98,33.2,25.8,1010.5,1016,0,,,,8,8,,4,3735,,,30.5,,,,
201,2023-07-26 10:00,26.2,2.1,1.9,250,99,33.6,26,1010.3,1015.8,0,,,,9,9,,3,3209,,,30.2,,,,
201,2023-07-26 11:00,27.9,,3.5,250,86,32.2,25.3,1010.4,1015.8,.3,,,,9,9,,5,4800,,,34.2,,,,
201,2023-07-26 12:00,27.9,,4.1,250,87,32.6,25.5,1010,1015.4,.3,,,,9,6,,5,5000,,,34,,,,
201,2023-07-26 13:00,28.5,,3.9,250,85,33,25.7,1010,1015.4,.8,,,,7,3,,4,4919,,,37.2,,,,
201,2023-07-26 14:00,28.6,,4.2,250,85,33.2,25.8,1009.7,1015.1,1,,,,8,3,,4,5000,,,38,,,,
201,2023-07-26 15:00,27.7,,4.1,250,90,33.4,25.9,1009.6,1015,.7,,,,7,4,,4,5000,,,33,,,,
201,2023-07-26 16:00,27.2,,3.6,250,93,33.4,25.9,1009.5,1014.9,.2,,,,2,2,,3,3797,,,31.3,,,,
201,2023-07-26 17:00,26.8,,2.5,250,95,33.4,25.9,1009.2,1014.6,.3,,,,2,2,,3,3498,,,29.7,,,,
201,2023-07-26 18:00,27.2,,2,250,93,33.4,25.9,1009.1,1014.5,.2,,,,3,3,,4,4741,,,29.7,,,,
201,2023-07-26 19:00,26.1,,2.3,270,98,33,25.7,1009.7,1015.2,.1,,,,3,3,,3,4231,,,27.3,,,,
201,2023-07-26 20:00,25.3,,2.5,290,100,32.1,25.2,1009.5,1015,0,,,,5,3,,4,2934,,,25.5,,,,
201,2023-07-26 21:00,25,,1.8,290,100,31.5,24.9,1009.9,1015.4,,,,,2,2,,1,834,,,25.3,,,,
201,2023-07-26 22:00,25.1,,1.4,290,100,31.7,25,1010.3,1015.8,,,,,0,0,,,1895,,,25.3,,,,
201,2023-07-26 23:00,24.2,,0,0,100,30,24.1,1010.9,1016.4,,,,,6,1,,33,1041,,,24.6,,,,
201,2023-07-27 00:00,23.7,,.1,0,100,29.1,23.6,1010.4,1015.9,,,,,2,1,,4,872,,,24.2,,,,
201,2023-07-27 01:00,24.3,,.2,0,100,30.2,24.2,1010.2,1015.7,,,,,2,2,,3,579,,,25,,,,
201,2023-07-27 02:00,24.4,,1.5,270,100,30.4,24.3,1010.1,1015.6,,,,,3,3,,,411,,,25,,,,
201,2023-07-27 03:00,24.3,,.2,0,100,30.2,24.2,1009.8,1015.3,,,,,5,5,,1,1123,,,24.8,,,,
201,2023-07-27 04:00,23.6,,.6,340,100,28.9,23.5,1009.7,1015.2,,,,,5,3,,5,918,,,23.9,,,,
201,2023-07-27 05:00,23.5,,.4,0,100,28.8,23.4,1009.8,1015.3,,,,,4,4,,3,1270,,,23.8,,,,
201,2023-07-27 06:00,23.7,,1,360,100,29.1,23.6,1010.2,1015.7,0,,,,6,6,,2,704,,,24,,,,
201,2023-07-27 07:00,25.2,,.4,0,100,31.9,25.1,1010.1,1015.6,.3,,,,6,1,,10,863,,,27,,,,
201,2023-07-27 08:00,26,,.9,90,98,32.8,25.6,1010.5,1016,.8,,,,7,3,,2,881,,,29.2,,,,
201,2023-07-27 09:00,26.5,,.6,270,93,32.1,25.2,1010.8,1016.3,.5,,,,6,6,,3,1232,,,28.8,,,,
201,2023-07-27 10:00,27.9,,1.3,270,83,31.1,24.7,1010.7,1016.1,.6,,,,7,1,,12,3672,,,36.7,,,,
201,2023-07-27 11:00,28.7,,1.7,250,79,30.9,24.6,1010.5,1015.9,.6,,,,7,3,,6,5000,,,38,,,,
201,2023-07-27 12:00,29.7,,2,270,74,30.7,24.5,1010,1015.4,.9,,,,6,0,,,5000,,,40,,,,
201,2023-07-27 13:00,29.7,,2.5,270,70,29.1,23.6,1009.8,1015.2,.9,,,,4,1,,75,5000,,,39.9,,,,
201,2023-07-27 14:00,30.2,,2.8,270,68,29.1,23.6,1009.3,1014.7,1,,,,6,0,,,4954,,,39.9,,,,
201,2023-07-27 15:00,30.2,,3,270,68,29.1,23.6,1009,1014.4,1,,,,2,0,,,4871,,,38.7,,,,
201,2023-07-27 16:00,30,,3.3,250,68,28.8,23.4,1008.8,1014.2,1,,,,3,0,,,4842,,,36.4,,,,
201,2023-07-27 17:00,29.1,,2.7,270,72,28.9,23.5,1008.4,1013.8,1,,,,4,0,,,4190,,,34.5,,,,
201,2023-07-27 18:00,28.8,,2.6,250,74,29.1,23.6,1008.3,1013.7,1,,,,3,0,,,3465,,,31.8,,,,
201,2023-07-27 19:00,26.5,,1.7,270,92,31.7,25,1008.6,1014,.7,,,,2,0,,,2101,,,27.9,,,,
201,2023-07-27 20:00,25.8,,1.5,270,96,31.9,25.1,1009,1014.5,0,,,,2,0,,,1625,,,26.2,,,,
201,2023-07-27 21:00,24.8,,.5,290,100,31.1,24.7,1009.7,1015.1,,,,,2,0,,,978,,,25.6,,,,
201,2023-07-27 22:00,24.1,,.2,0,100,29.8,24,1010.1,1015.6,,,,,1,0,,,611,,,25.1,,,,
201,2023-07-27 23:00,23.8,,.2,0,100,29.3,23.7,1010.1,1015.6,,,,,0,0,,,588,,,24.6,,,,
201,2023-07-28 00:00,23.5,,.1,0,100,28.8,23.4,1009.7,1015.2,,,,,0,0,,,602,,,24.2,,,,
201,2023-07-28 01:00,23.4,,.1,0,100,28.6,23.3,1009.6,1015.1,,,,,0,0,,,525,,,24,,,,
201,2023-07-28 02:00,23.6,,1.3,360,100,28.9,23.5,1008.9,1014.4,,,,,2,0,,,851,,,23.8,,,,
201,2023-07-28 03:00,23.7,,1.5,360,100,29.1,23.6,1008.6,1014.1,,,,,0,0,,,684,,,23.6,,,,
201,2023-07-28 04:00,23.6,,1.7,360,100,28.9,23.5,1008.8,1014.3,,,,,0,0,,,751,,,23.4,,,,
201,2023-07-28 05:00,23.3,,.5,70,100,28.4,23.2,1009.2,1014.7,,,,,0,0,,,563,,,23.2,,,,
201,2023-07-28 06:00,23.6,,.4,0,100,28.9,23.5,1009.7,1015.2,0,,,,4,4,,12,618,,,24.1,,,,
201,2023-07-28 07:00,24.4,,.4,0,100,30.4,24.3,1009.9,1015.4,.4,,,,0,0,,,659,,,26.1,,,,
201,2023-07-28 08:00,26.2,,.9,110,95,32.2,25.3,1009.8,1015.3,1,,,,0,0,,,983,,,30.7,,,,
201,2023-07-28 09:00,27.8,,.9,70,90,33.6,26,1009.8,1015.2,1,,,,0,0,,,1088,,,34.8,,,,
201,2023-07-28 10:00,29.6,,1.6,160,74,30.6,24.4,1009.8,1015.2,1,,,,0,0,,,1484,,,38,,,,
201,2023-07-28 11:00,30.5,,2.1,230,67,29.1,23.6,1009.7,1015.1,.8,,,,0,0,,,2122,,,39.5,,,,
201,2023-07-28 12:00,31.3,,1.9,200,64,29.1,23.6,1009.8,1015.2,1,,,,5,0,,,3233,,,41.2,,,,
201,2023-07-28 13:00,31.1,,2.9,270,71,32.1,25.2,1009.7,1015.1,.7,,,,2,2,,13,2120,,,41.1,,,,
201,2023-07-28 14:00,30.4,,3,270,67,28.9,23.5,1009.6,1015,1,,,,2,0,,,2479,,,41,,,,
201,2023-07-28 15:00,30.6,,3.1,250,66,28.9,23.5,1009.5,1014.9,1,,,,2,1,,37,2686,,,40.4,,,,
